article_id,sdom,bias_label_0_liberal_1_conservative
794,theweek.com,0
795,theweek.com,0
796,theweek.com,0
797,theweek.com,0
798,nypost.com,1
799,news.trust.org,0
809,globalnews.ca,0
813,canadafreepress.com,1
815,sputniknews.com,1
816,theweek.com,0
817,thehill.com,0
818,thehill.com,0
822,reason.com,1
824,news.sky.com,0
835,fortune.com,1
837,calgaryherald.com,0
844,themoscowtimes.com,0
845,themoscowtimes.com,0
846,pilotonline.com,0
851,theweek.com,0
852,news.trust.org,0
853,news.trust.org,0
854,news.trust.org,0
855,news.trust.org,0
856,news.trust.org,0
857,news.trust.org,0
858,news.trust.org,0
859,news.trust.org,0
860,news.sky.com,0
879,sputniknews.com,1
880,sputniknews.com,1
881,sputniknews.com,1
882,townhall.com,1
883,sputniknews.com,1
884,sputniknews.com,1
885,sputniknews.com,1
890,tucson.com,0
892,time.com,0
901,sputniknews.com,1
902,sputniknews.com,1
903,townhall.com,1
904,newrepublic.com,0
905,globalnews.ca,0
907,news.trust.org,0
908,news.trust.org,0
909,news.trust.org,0
910,news.sky.com,0
911,fortune.com,1
914,fortune.com,1
916,globalnews.ca,0
919,acsh.org,1
921,townhall.com,1
922,talkingpointsmemo.com,0
923,talkingpointsmemo.com,0
924,talkingpointsmemo.com,0
925,talkingpointsmemo.com,0
926,news.trust.org,0
927,news.trust.org,0
932,calgaryherald.com,0
933,thewest.com.au,1
941,sputniknews.com,1
942,sputniknews.com,1
951,thewest.com.au,1
955,theweek.com,0
958,news.trust.org,0
959,news.trust.org,0
970,sputniknews.com,1
971,themoscowtimes.com,0
972,sputniknews.com,1
973,newsone.com,0
974,newrepublic.com,0
981,news.sky.com,0
982,news.sky.com,0
983,mashable.com,0
984,mashable.com,0
990,sputniknews.com,1
991,thewest.com.au,1
992,sputniknews.com,1
993,sputniknews.com,1
994,qz.com,0
995,qz.com,0
1004,themoscowtimes.com,0
1005,euobserver.com,0
1006,euobserver.com,0
1007,euobserver.com,0
1008,euobserver.com,0
1015,washingtonmonthly.com,0
1037,news.trust.org,0
1046,euobserver.com,0
1048,theweek.com,0
1049,theweek.com,0
1050,theweek.com,0
1051,theweek.com,0
1064,townhall.com,1
1065,thewest.com.au,1
1066,themoscowtimes.com,0
1070,news.trust.org,0
1073,qz.com,0
1074,news.trust.org,0
1078,themoscowtimes.com,0
1079,thewest.com.au,1
1087,sputniknews.com,1
1088,sputniknews.com,1
1092,nypost.com,1
1097,sputniknews.com,1
1109,theweek.com,0
1111,news.trust.org,0
1112,news.trust.org,0
1113,news.sky.com,0
1114,news.sky.com,0
1119,sputniknews.com,1
1122,news.trust.org,0
1123,news.trust.org,0
1124,news.trust.org,0
1131,qz.com,0
1135,thewest.com.au,1
1139,calgaryherald.com,0
1146,patriotpost.us,1
1150,nypost.com,1
1158,sputniknews.com,1
1159,qz.com,0
1160,time.com,0
1161,nypost.com,1
1162,nypost.com,1
1163,nypost.com,1
1168,townhall.com,1
1171,news.sky.com,0
1172,news.sky.com,0
1173,news.sky.com,0
1174,news.sky.com,0
1181,theweek.com,0
1192,pilotonline.com,0
1193,qz.com,0
1197,news.trust.org,0
1202,qz.com,0
1203,qz.com,0
1204,qz.com,0
1205,qz.com,0
1207,dailycaller.com,1
1212,time.com,0
1216,dailycaller.com,1
1219,tucson.com,0
1220,theweek.com,0
1221,news.trust.org,0
1228,dailycaller.com,1
1229,canadafreepress.com,1
1230,windsorstar.com,0
1238,thehill.com,0
1242,fortune.com,1
1243,thewest.com.au,1
1257,tucson.com,0
1258,tucson.com,0
1264,kuow.org,0
1273,globalnews.ca,0
1275,dailycaller.com,1
1276,dailycaller.com,1
1278,nypost.com,1
1279,nypost.com,1
1280,news.trust.org,0
1281,news.trust.org,0
1282,news.trust.org,0
1284,sputniknews.com,1
1286,mashable.com,0
1289,time.com,0
1290,time.com,0
1291,time.com,0
1292,time.com,0
1296,mashable.com,0
1310,sputniknews.com,1
1311,sputniknews.com,1
1314,talkingpointsmemo.com,0
1327,nypost.com,1
1328,news.trust.org,0
1335,townhall.com,1
1336,townhall.com,1
1337,nypost.com,1
1338,nypost.com,1
1344,elitedaily.com,0
1346,elitedaily.com,0
1350,tucson.com,0
1358,mashable.com,0
1359,mashable.com,0
1360,freakonomics.com,0
1362,pilotonline.com,0
1363,thewest.com.au,1
1364,pilotonline.com,0
1365,pilotonline.com,0
1367,nypost.com,1
1368,nypost.com,1
1369,nypost.com,1
1370,nypost.com,1
1371,sputniknews.com,1
1374,tucson.com,0
1375,tucson.com,0
1376,tucson.com,0
1377,tucson.com,0
1378,tucson.com,0
1392,sputniknews.com,1
1393,windsorstar.com,0
1395,time.com,0
1402,sputniknews.com,1
1404,rabble.ca,0
1409,rabble.ca,0
1410,nypost.com,1
1411,nypost.com,1
1412,nypost.com,1
1414,sputniknews.com,1
1415,sputniknews.com,1
1418,uproxx.com,0
1419,uproxx.com,0
1424,samuel-warde.com,0
1426,tucson.com,0
1427,samuel-warde.com,0
1428,samuel-warde.com,0
1429,nypost.com,1
1437,worldtribune.com,1
1438,worldtribune.com,1
1439,worldtribune.com,1
1443,news.sky.com,0
1444,mashable.com,0
1451,thehill.com,0
1453,talkingpointsmemo.com,0
1454,news.trust.org,0
1457,canadiandimension.com,0
1461,news.trust.org,0
1462,news.trust.org,0
1463,news.trust.org,0
1465,digg.com,0
1466,sputniknews.com,1
1467,canadiandimension.com,0
1469,theweek.com,0
1477,globalnews.ca,0
1479,mic.com,0
1482,mic.com,0
1484,nypost.com,1
1485,historynewsnetwork.org,0
1486,historynewsnetwork.org,0
1488,historynewsnetwork.org,0
1489,historynewsnetwork.org,0
1491,globalnews.ca,0
1492,nypost.com,1
1493,nypost.com,1
1494,nypost.com,1
1495,nypost.com,1
1497,historynewsnetwork.org,0
1498,globalnews.ca,0
1500,sputniknews.com,1
1501,sputniknews.com,1
1503,pilotonline.com,0
1504,tucson.com,0
1505,therightscoop.com,1
1515,fortune.com,1
1518,sputniknews.com,1
1520,worldtribune.com,1
1521,tucson.com,0
1522,news.sky.com,0
1527,dailycaller.com,1
1529,thewest.com.au,1
1530,sputniknews.com,1
1535,uproxx.com,0
1538,news.trust.org,0
1545,dailycaller.com,1
1547,sputniknews.com,1
1549,uproxx.com,0
1560,oilprice.com,1
1564,sputniknews.com,1
1565,newsone.com,0
1566,newsone.com,0
1569,news.trust.org,0
1570,news.trust.org,0
1571,news.trust.org,0
1573,globalnews.ca,0
1575,globalnews.ca,0
1582,news.trust.org,0
1590,mic.com,0
1596,thehill.com,0
1597,thehill.com,0
1598,talkingpointsmemo.com,0
1599,talkingpointsmemo.com,0
1600,talkingpointsmemo.com,0
1601,talkingpointsmemo.com,0
1610,nypost.com,1
1611,nypost.com,1
1612,news.sky.com,0
1623,nypost.com,1
1624,nypost.com,1
1625,news.trust.org,0
1626,news.trust.org,0
1628,calgaryherald.com,0
1630,sputniknews.com,1
1633,news.trust.org,0
1634,news.trust.org,0
1635,news.trust.org,0
1637,news.trust.org,0
1653,townhall.com,1
1654,townhall.com,1
1655,sputniknews.com,1
1658,mic.com,0
1661,news.sky.com,0
1669,townhall.com,1
1682,news.sky.com,0
1684,news.sky.com,0
1692,dailycaller.com,1
1694,sputniknews.com,1
1695,thewest.com.au,1
1696,sputniknews.com,1
1698,sputniknews.com,1
1699,sputniknews.com,1
1700,qz.com,0
1701,qz.com,0
1702,qz.com,0
1704,talkingpointsmemo.com,0
1710,pilotonline.com,0
1711,pilotonline.com,0
1713,news.trust.org,0
1729,tucson.com,0
1730,tucson.com,0
1731,tucson.com,0
1734,theweek.com,0
1735,news.sky.com,0
1736,news.sky.com,0
1747,canadafreepress.com,1
1748,canadafreepress.com,1
1749,canadafreepress.com,1
1750,canadafreepress.com,1
1775,theweek.com,0
1776,news.trust.org,0
1779,sputniknews.com,1
1780,sputniknews.com,1
1781,sputniknews.com,1
1782,sputniknews.com,1
1783,pilotonline.com,0
1790,news.trust.org,0
1791,news.trust.org,0
1792,news.trust.org,0
1805,theweek.com,0
1806,news.trust.org,0
1807,news.trust.org,0
1808,news.trust.org,0
1809,news.sky.com,0
1810,news.sky.com,0
1811,news.sky.com,0
1822,news.trust.org,0
1823,news.trust.org,0
1836,news.trust.org,0
1837,news.trust.org,0
1843,qz.com,0
1849,sputniknews.com,1
1860,sputniknews.com,1
1861,sputniknews.com,1
1864,news.trust.org,0
1893,news.sky.com,0
1899,pilotonline.com,0
1900,pilotonline.com,0
1906,thewest.com.au,1
1910,news.trust.org,0
1926,news.trust.org,0
1927,news.trust.org,0
1928,news.trust.org,0
1929,news.trust.org,0
1932,sputniknews.com,1
1950,sputniknews.com,1
1951,sputniknews.com,1
1952,sputniknews.com,1
1953,sputniknews.com,1
1954,sputniknews.com,1
1957,nypost.com,1
1958,news.sky.com,0
1982,pjmedia.com,1
1997,patriotpost.us,1
2005,thehill.com,0
2015,thewest.com.au,1
2017,nypost.com,1
2018,guardianlv.com,0
2021,sputniknews.com,1
2027,nypost.com,1
2037,dailycaller.com,1
2038,dailycaller.com,1
2041,reason.com,1
2042,news.trust.org,0
2048,sputniknews.com,1
2050,tucson.com,0
2053,time.com,0
2054,news.sky.com,0
2057,theweek.com,0
2058,nypost.com,1
2069,toinformistoinfluence.com,0
2076,globalnews.ca,0
2077,thesunmagazine.org,0
2078,windsorstar.com,0
2080,rare.us,1
2081,news.trust.org,0
2086,nypost.com,1
2087,nypost.com,1
2088,nypost.com,1
2089,nypost.com,1
2090,nypost.com,1
2104,mashable.com,0
2109,townhall.com,1
2110,mic.com,0
2118,dailycaller.com,1
2119,townhall.com,1
2120,sputniknews.com,1
2121,pilotonline.com,0
2122,pilotonline.com,0
2125,nypost.com,1
2126,nypost.com,1
2127,nypost.com,1
2158,globalnews.ca,0
2160,dailycaller.com,1
2161,twitchy.com,1
2162,sputniknews.com,1
2163,tucson.com,0
2166,therightscoop.com,1
2171,canadafreepress.com,1
2172,canadafreepress.com,1
2177,news.trust.org,0
2178,mashable.com,0
2181,globalnews.ca,0
2185,tucson.com,0
2190,oilprice.com,1
2191,news.trust.org,0
2194,nypost.com,1
2195,nypost.com,1
2196,globalnews.ca,0
2197,dailycaller.com,1
2198,dailycaller.com,1
2207,globalnews.ca,0
2208,twitchy.com,1
2210,uproxx.com,0
2214,globalnews.ca,0
2215,pjmedia.com,1
2223,nypost.com,1
2224,nypost.com,1
2226,nypost.com,1
2227,nypost.com,1
2228,nypost.com,1
2229,nypost.com,1
2230,news.trust.org,0
2239,fortune.com,1
2250,mashable.com,0
2254,time.com,0
2263,pilotonline.com,0
2264,sputniknews.com,1
2265,pilotonline.com,0
2266,pilotonline.com,0
2268,mic.com,0
2269,mic.com,0
2288,globalnews.ca,0
2289,globalnews.ca,0
2290,townhall.com,1
2291,townhall.com,1
2292,townhall.com,1
2293,townhall.com,1
2294,townhall.com,1
2295,mic.com,0
2296,thehill.com,0
2303,globalnews.ca,0
2305,dailycaller.com,1
2306,sputniknews.com,1
2310,uproxx.com,0
2320,time.com,0
2321,talkingpointsmemo.com,0
2322,talkingpointsmemo.com,0
2323,nypost.com,1
2324,nypost.com,1
2328,dailycaller.com,1
2330,worldtribune.com,1
2334,news.sky.com,0
2335,news.trust.org,0
2352,sputniknews.com,1
2353,sputniknews.com,1
2354,sputniknews.com,1
2360,oilprice.com,1
2365,fortune.com,1
2371,uproxx.com,0
2375,uproxx.com,0
2380,nypost.com,1
2391,uproxx.com,0
2392,uproxx.com,0
2393,reason.com,1
2397,dailycaller.com,1
2398,news.sky.com,0
2406,dailycaller.com,1
2408,dailycaller.com,1
2411,news.trust.org,0
2412,news.trust.org,0
2413,news.trust.org,0
2414,news.trust.org,0
2419,fortune.com,1
2421,dailycaller.com,1
2423,newsone.com,0
2424,newsone.com,0
2425,news.trust.org,0
2426,news.trust.org,0
2436,theweek.com,0
2437,oilprice.com,1
2443,dailycaller.com,1
2444,townhall.com,1
2445,pilotonline.com,0
2446,pilotonline.com,0
2447,pilotonline.com,0
2448,calgaryherald.com,0
2449,calgaryherald.com,0
2450,calgaryherald.com,0
2451,calgaryherald.com,0
2452,time.com,0
2455,tucson.com,0
2470,sputniknews.com,1
2471,townhall.com,1
2472,boingboing.net,0
2475,nypost.com,1
2478,mashable.com,0
2482,patriotpost.us,1
2483,patriotpost.us,1
2484,qz.com,0
2485,patriotpost.us,1
2486,patriotpost.us,1
2495,globalnews.ca,0
2498,sputniknews.com,1
2499,sputniknews.com,1
2500,sputniknews.com,1
2501,sputniknews.com,1
2504,theweek.com,0
2512,toinformistoinfluence.com,0
2513,time.com,0
2514,theweek.com,0
2515,news.sky.com,0
2516,news.trust.org,0
2522,dailycaller.com,1
2523,dailycaller.com,1
2525,sputniknews.com,1
2526,townhall.com,1
2527,sputniknews.com,1
2528,sputniknews.com,1
2534,therightscoop.com,1
2556,sputniknews.com,1
2557,townhall.com,1
2558,qz.com,0
2559,qz.com,0
2571,sputniknews.com,1
2576,news.trust.org,0
2579,fortune.com,1
2586,news.sky.com,0
2591,uproxx.com,0
2592,time.com,0
2593,theweek.com,0
2595,twitchy.com,1
2596,sputniknews.com,1
2601,news.trust.org,0
2602,news.trust.org,0
2604,calgaryherald.com,0
2605,sputniknews.com,1
2606,windsorstar.com,0
2623,sputniknews.com,1
2629,theweek.com,0
2630,news.sky.com,0
2638,dailycaller.com,1
2639,theweek.com,0
2646,sputniknews.com,1
2647,sputniknews.com,1
2648,sputniknews.com,1
2649,sputniknews.com,1
2652,news.trust.org,0
2666,sputniknews.com,1
2667,sputniknews.com,1
2668,tucson.com,0
2669,news.sky.com,0
2678,news.sky.com,0
2681,sputniknews.com,1
2682,sputniknews.com,1
2688,news.sky.com,0
2695,euobserver.com,0
2698,news.trust.org,0
2712,news.sky.com,0
2721,qz.com,0
2723,news.trust.org,0
2730,canadafreepress.com,1
2731,observer.com,1
2732,news.trust.org,0
2733,news.trust.org,0
2734,news.trust.org,0
2735,news.trust.org,0
2744,rabble.ca,0
2745,news.sky.com,0
2755,sputniknews.com,1
2757,sputniknews.com,1
2758,sputniknews.com,1
2759,sputniknews.com,1
2760,sputniknews.com,1
2761,nypost.com,1
2769,washingtonmonthly.com,0
2774,sputniknews.com,1
2786,townhall.com,1
2787,townhall.com,1
2788,townhall.com,1
2789,nypost.com,1
2792,sputniknews.com,1
2794,tucson.com,0
2809,dailycaller.com,1
2811,uproxx.com,0
2818,therightscoop.com,1
2819,nypost.com,1
2820,news.sky.com,0
2821,news.sky.com,0
2822,news.sky.com,0
2826,mashable.com,0
2834,townhall.com,1
2835,pilotonline.com,0
2836,sputniknews.com,1
2837,pilotonline.com,0
2838,pilotonline.com,0
2839,pilotonline.com,0
2840,pilotonline.com,0
2853,kuow.org,0
2861,windsorstar.com,0
2863,tucson.com,0
2882,sputniknews.com,1
2884,thehill.com,0
2892,tucson.com,0
2893,tucson.com,0
2899,elitedaily.com,0
2900,calgaryherald.com,0
2901,calgaryherald.com,0
2902,calgaryherald.com,0
2904,townhall.com,1
2905,townhall.com,1
2906,twitchy.com,1
2908,townhall.com,1
2912,dailycaller.com,1
2913,sputniknews.com,1
2914,pilotonline.com,0
2915,mic.com,0
2916,mic.com,0
2917,time.com,0
2918,uproxx.com,0
2921,globalnews.ca,0
2935,nypost.com,1
2936,nypost.com,1
2937,nypost.com,1
2938,news.trust.org,0
2939,news.trust.org,0
2949,sputniknews.com,1
2950,pilotonline.com,0
2951,pilotonline.com,0
2956,talkingpointsmemo.com,0
2957,mashable.com,0
2958,mashable.com,0
2959,kuow.org,0
2970,sputniknews.com,1
2974,windsorstar.com,0
2976,windsorstar.com,0
2977,thehill.com,0
2982,therightscoop.com,1
2986,nypost.com,1
2987,kuow.org,0
2989,globalnews.ca,0
2992,themoscowtimes.com,0
2994,qz.com,0
2995,qz.com,0
3000,news.trust.org,0
3001,news.trust.org,0
3002,news.trust.org,0
3004,fortune.com,1
3005,fortune.com,1
3008,mic.com,0
3013,tucson.com,0
3014,tucson.com,0
3017,nypost.com,1
3018,nypost.com,1
3019,observer.com,1
3020,nypost.com,1
3021,nypost.com,1
3023,fortune.com,1
3027,shareblue.com,0
3030,theweek.com,0
3031,theweek.com,0
3032,theweek.com,0
3033,news.trust.org,0
3044,nypost.com,1
3045,nypost.com,1
3050,dailycaller.com,1
3051,dailycaller.com,1
3052,sputniknews.com,1
3058,tucson.com,0
3062,talkingpointsmemo.com,0
3079,calgaryherald.com,0
3083,sputniknews.com,1
3084,townhall.com,1
3092,tucson.com,0
3098,oilprice.com,1
3100,historynewsnetwork.org,0
3106,sputniknews.com,1
3107,sputniknews.com,1
3108,sputniknews.com,1
3109,pilotonline.com,0
3111,calgaryherald.com,0
3113,tucson.com,0
3114,theweek.com,0
3117,talkingpointsmemo.com,0
3118,nypost.com,1
3121,globalnews.ca,0
3123,sputniknews.com,1
3125,townhall.com,1
3127,uproxx.com,0
3128,uproxx.com,0
3129,uproxx.com,0
3130,uproxx.com,0
3131,uproxx.com,0
3132,uproxx.com,0
3137,oilprice.com,1
3138,nypost.com,1
3150,dailycaller.com,1
3156,townhall.com,1
3157,pilotonline.com,0
3158,pilotonline.com,0
3159,pilotonline.com,0
3160,pilotonline.com,0
3161,pilotonline.com,0
3162,pilotonline.com,0
3169,time.com,0
3170,thehill.com,0
3180,fortune.com,1
3181,fortune.com,1
3182,fortune.com,1
3183,fortune.com,1
3187,dailycaller.com,1
3195,washingtonmonthly.com,0
3196,washingtonmonthly.com,0
3197,time.com,0
3198,theweek.com,0
3200,nypost.com,1
3201,nypost.com,1
3202,nypost.com,1
3203,news.sky.com,0
3211,fortune.com,1
3213,dailycaller.com,1
3214,dailycaller.com,1
3216,sputniknews.com,1
3218,sputniknews.com,1
3219,rewire.news,0
3220,newsone.com,0
3221,mic.com,0
3223,boingboing.net,0
3225,tucson.com,0
3226,uproxx.com,0
3227,theweek.com,0
3228,theweek.com,0
3229,talkingpointsmemo.com,0
3230,nypost.com,1
3231,nypost.com,1
3232,nypost.com,1
3233,news.sky.com,0
3234,news.trust.org,0
3235,news.trust.org,0
3236,news.trust.org,0
3242,mashable.com,0
3243,mashable.com,0
3252,dailycaller.com,1
3253,billmoyers.com,0
3257,rewire.news,0
3265,time.com,0
3266,talkingpointsmemo.com,0
3274,dailycaller.com,1
3277,townhall.com,1
3278,townhall.com,1
3280,worldtribune.com,1
3281,worldtribune.com,1
3282,worldtribune.com,1
3283,worldtribune.com,1
3285,worldtribune.com,1
3286,worldtribune.com,1
3287,time.com,0
3288,therightscoop.com,1
3291,nypost.com,1
3292,observer.com,1
3294,news.sky.com,0
3303,globalnews.ca,0
3307,fortune.com,1
3311,sputniknews.com,1
3312,sputniknews.com,1
3313,windsorstar.com,0
3316,time.com,0
3317,nypost.com,1
3318,nypost.com,1
3319,nypost.com,1
3320,nypost.com,1
3340,sputniknews.com,1
3341,wonkette.com,0
3349,sputniknews.com,1
3350,sputniknews.com,1
3352,sputniknews.com,1
3354,sputniknews.com,1
3355,sputniknews.com,1
3356,sputniknews.com,1
3362,theweek.com,0
3363,theweek.com,0
3365,reason.com,1
3366,nypost.com,1
3367,news.trust.org,0
3384,globalnews.ca,0
3388,dailycaller.com,1
3389,dailycaller.com,1
3390,dailycaller.com,1
3391,canadafreepress.com,1
3392,dailycaller.com,1
3393,breakingdefense.com,1
3394,breakingdefense.com,1
3397,themoscowtimes.com,0
3400,themoscowtimes.com,0
3402,sputniknews.com,1
3404,pilotonline.com,0
3405,pjmedia.com,1
3406,pilotonline.com,0
3410,tucson.com,0
3418,time.com,0
3419,theweek.com,0
3421,nypost.com,1
3422,nypost.com,1
3423,news.trust.org,0
3424,news.trust.org,0
3425,news.trust.org,0
3441,nypost.com,1
3444,twitchy.com,1
3445,shareblue.com,0
3446,time.com,0
3447,theweek.com,0
3450,mashable.com,0
3458,townhall.com,1
3459,sputniknews.com,1
3460,sputniknews.com,1
3462,sputniknews.com,1
3463,sputniknews.com,1
3464,sputniknews.com,1
3465,sputniknews.com,1
